116.920000	26.810000	0.000000
117.400000	25.260000	0.000000
0.000000	0.044172	0.044172
0.200000	0.043084	0.041198
0.400000	0.038480	0.034208
0.600000	0.031382	0.023848
0.800000	0.023082	0.011253
1.000000	0.014892	-0.002140
1.200000	0.007901	-0.014844
1.400000	0.002787	-0.025566
1.600000	-0.000282	-0.033404
1.800000	-0.001627	-0.037963
2.000000	-0.001946	-0.039367
2.200000	-0.002116	-0.038159
2.400000	-0.002983	-0.035137
2.600000	-0.005167	-0.031139
2.800000	-0.008934	-0.026841
3.000000	-0.014158	-0.022597
3.200000	-0.020372	-0.018367
3.400000	-0.026882	-0.013730
3.600000	-0.032919	-0.007988
3.800000	-0.037777	-0.000333
4.000000	-0.040920	0.009964
4.200000	-0.042021	0.023369
4.400000	-0.040960	0.039958
4.600000	-0.037771	0.059354
4.800000	-0.032585	0.080746
5.000000	-0.025581	0.102986
5.200000	-0.016968	0.124730
5.400000	-0.006992	0.144607
5.600000	0.004034	0.161375
5.800000	0.015692	0.174052
6.000000	0.027448	0.181978
6.200000	0.038662	0.184840
6.400000	0.048641	0.182628
6.600000	0.056698	0.175566
6.800000	0.062234	0.164027
7.000000	0.064789	0.148452
7.200000	0.064069	0.129285
7.400000	0.059935	0.106943
7.600000	0.052367	0.081811
7.800000	0.041414	0.054257
8.000000	0.027154	0.024659
8.200000	0.009672	-0.006579
8.400000	-0.010919	-0.039007
8.600000	-0.034447	-0.072138
8.800000	-0.060619	-0.105450
9.000000	-0.088988	-0.138393
9.200000	-0.118918	-0.170385
9.400000	-0.149599	-0.200789
9.600000	-0.180092	-0.228882
9.800000	-0.209387	-0.253830
10.000000	-0.236483	-0.274683
10.200000	-0.260448	-0.290408
10.400000	-0.280474	-0.299982
10.600000	-0.295901	-0.302528
10.800000	-0.306226	-0.297489
11.000000	-0.311105	-0.284791
11.200000	-0.310362	-0.264968
11.400000	-0.304007	-0.239203
11.600000	-0.292264	-0.209269
11.800000	-0.275601	-0.177350
12.000000	-0.254749	-0.145789
12.200000	-0.230690	-0.116785
12.400000	-0.204598	-0.092106
12.600000	-0.177738	-0.072872
12.800000	-0.151335	-0.059442
13.000000	-0.126430	-0.051437
13.200000	-0.103752	-0.047884
13.400000	-0.083651	-0.047434
13.600000	-0.066089	-0.048632
13.800000	-0.050705	-0.050156
14.000000	-0.036946	-0.050993
14.200000	-0.024212	-0.050523
14.400000	-0.012011	-0.048510
14.600000	-0.000052	-0.045010
14.800000	0.011710	-0.040239
15.000000	0.023120	-0.034440
15.200000	0.033919	-0.027779
15.400000	0.043880	-0.020285
15.600000	0.052939	-0.011857
15.800000	0.061289	-0.002307
16.000000	0.069413	0.008569
16.200000	0.078046	0.020921
16.400000	0.088064	0.034790
16.600000	0.100343	0.050094
16.800000	0.115601	0.066641
17.000000	0.134264	0.084167
17.200000	0.156381	0.102387
17.400000	0.181604	0.121051
17.600000	0.209229	0.139967
17.800000	0.238291	0.159014
18.000000	0.267697	0.178121
18.200000	0.296367	0.197229
18.400000	0.323360	0.216241
18.600000	0.347971	0.234973
18.800000	0.369773	0.253116
19.000000	0.388610	0.270221
19.200000	0.404534	0.285712
19.400000	0.417704	0.298922
19.600000	0.428265	0.309166
19.800000	0.436225	0.315823
20.000000	0.441373	0.318445
20.200000	0.443243	0.316845
20.400000	0.441144	0.311182
20.600000	0.434251	0.301989
20.800000	0.421742	0.290158
21.000000	0.402954	0.276854
21.200000	0.377533	0.263373
21.400000	0.345537	0.250955
21.600000	0.307488	0.240588
21.800000	0.264353	0.232843
22.000000	0.217482	0.227772
22.200000	0.168486	0.224902
22.400000	0.119121	0.223332
22.600000	0.071151	0.221914
22.800000	0.026240	0.219488
23.000000	-0.014155	0.215113
23.200000	-0.048869	0.208246
23.400000	-0.077112	0.198818
23.600000	-0.098545	0.187203
23.800000	-0.113333	0.174078
24.000000	-0.122170	0.160231
24.200000	-0.126245	0.146348
24.400000	-0.127130	0.132859
24.600000	-0.126597	0.119875
24.800000	-0.126365	0.107229
25.000000	-0.127820	0.094591
25.200000	-0.131767	0.081644
25.400000	-0.138254	0.068223
25.600000	-0.146529	0.054408
25.800000	-0.155149	0.040508
26.000000	-0.162227	0.026968
26.200000	-0.165782	0.014215
26.400000	-0.164119	0.002495
26.600000	-0.156159	-0.008234
26.800000	-0.141670	-0.018322
27.000000	-0.121327	-0.028347
27.200000	-0.096616	-0.038960
27.400000	-0.069598	-0.050681
27.600000	-0.042580	-0.063720
27.800000	-0.017782	-0.077877
28.000000	0.002959	-0.092532
28.200000	0.018384	-0.106754
28.400000	0.027896	-0.119494
28.600000	0.031526	-0.129822
28.800000	0.029827	-0.137144
29.000000	0.023713	-0.141374
29.200000	0.014305	-0.142991
29.400000	0.002783	-0.143010
29.600000	-0.009720	-0.142843
29.800000	-0.022199	-0.144094
30.000000	-0.033839	-0.148329
30.200000	-0.044067	-0.156845
30.400000	-0.052593	-0.170493
30.600000	-0.059445	-0.189560
30.800000	-0.064971	-0.213743
31.000000	-0.069807	-0.242197
31.200000	-0.074795	-0.273668
31.400000	-0.080855	-0.306670
31.600000	-0.088839	-0.339696
31.800000	-0.099386	-0.371417
32.000000	-0.112805	-0.400842
32.200000	-0.129032	-0.427418
32.400000	-0.147646	-0.451048
