118.210000	25.080000	0.000000
119.280000	26.360000	0.000000
0.000000	0.132851	0.132851
0.200000	0.140072	0.127135
0.400000	0.148203	0.123245
0.600000	0.156437	0.121230
0.800000	0.163869	0.120934
1.000000	0.169635	0.122095
1.200000	0.173044	0.124455
1.400000	0.173671	0.127844
1.600000	0.171382	0.132218
1.800000	0.166308	0.137647
2.000000	0.158765	0.144260
2.200000	0.149153	0.152170
2.400000	0.137868	0.161403
2.600000	0.125239	0.171845
2.800000	0.111507	0.183229
3.000000	0.096844	0.195144
3.200000	0.081380	0.207068
3.400000	0.065247	0.218394
3.600000	0.048588	0.228464
3.800000	0.031558	0.236573
4.000000	0.014299	0.241988
4.200000	-0.003086	0.243961
4.400000	-0.020545	0.241775
4.600000	-0.038059	0.234803
4.800000	-0.055603	0.222596
5.000000	-0.073078	0.204974
5.200000	-0.090252	0.182100
5.400000	-0.106736	0.154511
5.600000	-0.122007	0.123104
5.800000	-0.135488	0.089052
6.000000	-0.146686	0.053688
6.200000	-0.155349	0.018349
6.400000	-0.161596	-0.015766
6.600000	-0.165989	-0.047712
6.800000	-0.169512	-0.076862
7.000000	-0.173433	-0.102919
7.200000	-0.179088	-0.125865
7.400000	-0.187604	-0.145877
7.600000	-0.199643	-0.163217
7.800000	-0.215214	-0.178126
8.000000	-0.233608	-0.190736
8.200000	-0.253479	-0.201017
8.400000	-0.273056	-0.208760
8.600000	-0.290447	-0.213611
8.800000	-0.303961	-0.215131
9.000000	-0.312387	-0.212889
9.200000	-0.315160	-0.206572
9.400000	-0.312380	-0.196091
9.600000	-0.304695	-0.181668
9.800000	-0.293078	-0.163886
10.000000	-0.278560	-0.143690
10.200000	-0.261982	-0.122328
10.400000	-0.243848	-0.101237
10.600000	-0.224282	-0.081890
10.800000	-0.203123	-0.065621
11.000000	-0.180101	-0.053460
11.200000	-0.155058	-0.046009
11.400000	-0.128135	-0.043369
11.600000	-0.099886	-0.045151
11.800000	-0.071269	-0.050545
12.000000	-0.043529	-0.058455
12.200000	-0.017995	-0.067659
12.400000	0.004160	-0.076978
12.600000	0.022128	-0.085409
12.800000	0.035606	-0.092223
13.000000	0.044828	-0.096993
13.200000	0.050480	-0.099566
13.400000	0.053543	-0.099990
13.600000	0.055074	-0.098411
13.800000	0.056008	-0.094967
14.000000	0.056995	-0.089707
14.200000	0.058331	-0.082537
14.400000	0.059966	-0.073217
14.600000	0.061600	-0.061398
14.800000	0.062820	-0.046695
15.000000	0.063254	-0.028768
15.200000	0.062703	-0.007418
15.400000	0.061211	0.017340
15.600000	0.059081	0.045224
15.800000	0.056825	0.075660
16.000000	0.055056	0.107793
16.200000	0.054382	0.140524
16.400000	0.055277	0.172577
16.600000	0.058009	0.202589
16.800000	0.062590	0.229209
17.000000	0.068782	0.251209
17.200000	0.076140	0.267585
17.400000	0.084075	0.277649
17.600000	0.091935	0.281073
17.800000	0.099064	0.277913
18.000000	0.104863	0.268565
18.200000	0.108816	0.253699
18.400000	0.110509	0.234144
18.600000	0.109644	0.210778
18.800000	0.106040	0.184427
19.000000	0.099647	0.155803
19.200000	0.090555	0.125492
19.400000	0.079004	0.094000
